State,Account Length,Area Code,Phone,IntlPlan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn
OK,15,415,408-2002,no,no,0,121.100.000,130,20.590.000,216.000.000,86,18.360.000,235.100.000,33,10.580.000,16.100.000,5,4.350.000,2,False.
NJ,88,415,347-8659,no,no,0,301.500.000,136,51.260.000,257.700.000,72,21.900.000,132.900.000,118,5.980.000,13.400.000,2,3.620.000,4,True.
IA,197,415,376-2922,no,no,0,233.900.000,96,39.760.000,218.900.000,111,18.610.000,182.900.000,109,8.230.000,9.500.000,3,2.570.000,0,False.
VA,50,415,382-2182,yes,no,0,99.600.000,108,16.930.000,308.700.000,102,26.240.000,161.200.000,62,7.250.000,13.700.000,6,3.700.000,2,True.
VA,172,510,408-2089,no,no,0,169.800.000,123,28.870.000,183.100.000,94,15.560.000,395.000.000,72,17.770.000,12.700.000,7,3.430.000,2,False.
NM,188,415,369-6890,yes,yes,26,198.800.000,115,33.800.000,166.600.000,67,14.160.000,198.500.000,118,8.930.000,14.400.000,3,3.890.000,1,True.
FL,85,408,347-2951,yes,no,0,116.200.000,86,19.750.000,229.700.000,127,19.520.000,204.200.000,109,9.190.000,10.100.000,3,2.730.000,3,False.
RI,103,510,420-6324,yes,no,0,255.900.000,128,43.500.000,140.900.000,92,11.980.000,308.900.000,130,13.900.000,12.100.000,2,3.270.000,1,True.
NJ,136,408,402-7650,no,yes,27,187.700.000,84,31.910.000,221.000.000,147,18.790.000,145.700.000,110,6.560.000,10.000.000,4,2.700.000,3,False.
NE,155,408,391-2702,no,yes,21,195.900.000,91,33.300.000,213.900.000,84,18.180.000,88.200.000,111,3.970.000,8.600.000,4,2.320.000,0,False.
WV,145,415,383-3375,no,no,0,129.400.000,97,22.000.000,185.400.000,101,15.760.000,204.700.000,106,9.210.000,1.100.000,2,300.000,2,False.
WY,116,510,392-2733,no,yes,12,221.000.000,108,37.570.000,151.000.000,118,12.840.000,179.000.000,80,8.060.000,9.000.000,6,2.430.000,2,False.
SC,152,408,397-9933,no,no,0,140.500.000,92,23.890.000,186.800.000,96,15.880.000,227.000.000,89,10.220.000,9.500.000,5,2.570.000,2,False.
MS,65,415,383-9306,yes,no,0,277.900.000,123,47.240.000,155.800.000,112,13.240.000,256.900.000,71,11.560.000,9.200.000,10,2.480.000,0,True.
ND,180,415,369-1929,no,no,0,224.900.000,105,38.230.000,250.000.000,101,21.250.000,216.100.000,73,9.720.000,6.700.000,5,1.810.000,3,True.
IL,67,415,369-4377,no,no,0,109.100.000,117,18.550.000,217.400.000,124,18.480.000,188.400.000,141,8.480.000,12.800.000,6,3.460.000,0,False.
OR,60,415,366-9430,no,no,0,207.800.000,109,35.330.000,123.500.000,112,10.500.000,291.600.000,115,13.120.000,5.700.000,9,1.540.000,0,False.
UT,138,510,353-7407,no,no,0,205.900.000,96,35.000.000,257.100.000,94,21.850.000,209.000.000,63,9.400.000,12.100.000,8,3.270.000,0,False.
IA,44,415,359-7426,no,no,0,308.600.000,139,52.460.000,150.800.000,94,12.820.000,198.700.000,66,8.940.000,7.300.000,3,1.970.000,4,True.
ME,25,510,332-7391,no,no,0,242.600.000,69,41.240.000,209.000.000,117,17.770.000,219.700.000,82,9.890.000,14.400.000,6,3.890.000,2,False.
WY,145,408,405-6559,no,no,0,229.600.000,82,39.030.000,138.100.000,103,11.740.000,250.800.000,109,11.290.000,3.300.000,3,890.000,1,False.
WI,122,510,338-8784,no,yes,28,166.000.000,62,28.220.000,233.900.000,88,19.880.000,170.100.000,84,7.650.000,7.700.000,3,2.080.000,2,False.
SC,121,415,415-6347,no,no,0,144.800.000,126,24.620.000,200.600.000,82,17.050.000,208.800.000,81,9.400.000,13.300.000,9,3.590.000,0,True.
DC,55,510,354-5058,yes,no,0,106.100.000,77,18.040.000,123.500.000,100,10.500.000,96.400.000,92,4.340.000,12.900.000,3,3.480.000,0,False.
CT,77,415,342-5701,no,no,0,221.800.000,84,37.710.000,166.000.000,125,14.110.000,210.200.000,72,9.460.000,13.200.000,4,3.560.000,1,False.
OR,12,415,378-4179,no,no,0,204.600.000,98,34.780.000,212.500.000,90,18.060.000,182.100.000,95,8.190.000,9.800.000,7,2.650.000,2,False.
OR,64,510,407-6391,no,no,0,213.500.000,93,36.300.000,166.600.000,114,14.160.000,122.000.000,78,5.490.000,14.100.000,3,3.810.000,3,False.
NV,92,415,404-3105,no,yes,44,152.000.000,95,25.840.000,274.900.000,73,23.370.000,162.400.000,121,7.310.000,10.000.000,1,2.700.000,2,False.
MN,125,415,390-9735,yes,yes,29,260.800.000,81,44.340.000,163.700.000,112,13.910.000,271.700.000,117,12.230.000,17.000.000,6,4.590.000,1,True.
OK,160,408,350-4820,no,no,0,166.400.000,117,28.290.000,317.000.000,129,26.950.000,160.400.000,121,7.220.000,10.000.000,2,2.700.000,1,False.
KS,79,415,383-8807,no,no,0,177.900.000,83,30.240.000,167.300.000,84,14.220.000,223.700.000,142,10.070.000,15.200.000,8,4.100.000,0,False.
RI,36,415,366-8382,no,no,0,235.100.000,97,39.970.000,196.800.000,104,16.730.000,259.700.000,110,11.690.000,7.000.000,7,1.890.000,3,False.
DC,102,415,402-9704,no,no,0,186.800.000,92,31.760.000,173.700.000,123,14.760.000,250.900.000,131,11.290.000,9.700.000,4,2.620.000,2,False.
IL,138,408,405-2209,yes,no,0,268.400.000,81,45.630.000,174.400.000,115,14.820.000,193.500.000,96,8.710.000,11.600.000,4,3.130.000,1,False.
UT,164,510,397-3939,no,no,0,192.100.000,95,32.660.000,249.800.000,94,21.230.000,132.600.000,100,5.970.000,7.300.000,3,1.970.000,3,False.
MN,125,415,343-2689,no,no,0,240.700.000,82,40.920.000,269.400.000,85,22.900.000,187.100.000,74,8.420.000,10.100.000,3,2.730.000,0,True.
WI,72,408,383-9448,no,no,0,179.900.000,113,30.580.000,149.800.000,112,12.730.000,168.200.000,79,7.570.000,9.800.000,7,2.650.000,2,False.
MI,74,415,359-6232,no,no,0,314.100.000,86,53.400.000,222.400.000,99,18.900.000,259.000.000,121,11.660.000,12.300.000,5,3.320.000,3,True.
MI,134,415,369-9772,no,yes,41,162.000.000,82,27.540.000,324.700.000,77,27.600.000,160.100.000,112,7.200.000,11.900.000,5,3.210.000,0,False.
MA,145,415,381-7003,no,no,0,175.800.000,89,29.890.000,274.300.000,119,23.320.000,226.600.000,69,10.200.000,12.400.000,4,3.350.000,1,False.
AL,136,510,352-6732,no,no,0,109.400.000,91,18.600.000,207.500.000,111,17.640.000,135.000.000,107,6.080.000,11.600.000,5,3.130.000,0,False.
SC,209,510,388-7540,no,no,0,255.100.000,124,43.370.000,230.600.000,110,19.600.000,218.000.000,69,9.810.000,8.500.000,5,2.300.000,3,True.
WI,66,415,356-3333,yes,no,0,208.700.000,84,35.480.000,173.300.000,88,14.730.000,264.700.000,107,11.910.000,8.300.000,3,2.240.000,3,False.
VT,152,510,333-9664,no,yes,20,214.600.000,108,36.480.000,96.600.000,82,8.210.000,170.700.000,145,7.680.000,7.900.000,5,2.130.000,1,False.
CT,162,408,363-3763,no,no,0,49.200.000,121,8.360.000,143.900.000,136,12.230.000,203.000.000,97,9.140.000,12.100.000,13,3.270.000,1,False.
OR,72,510,345-7900,no,no,0,141.300.000,133,24.020.000,134.900.000,96,11.470.000,227.500.000,97,10.240.000,11.200.000,3,3.020.000,2,False.
HI,101,415,400-5511,no,no,0,253.200.000,89,43.040.000,237.900.000,114,20.220.000,154.300.000,85,6.940.000,9.700.000,7,2.620.000,4,False.
WV,125,415,381-7597,no,no,0,206.000.000,128,35.020.000,198.100.000,71,16.840.000,135.900.000,116,6.120.000,13.200.000,3,3.560.000,0,False.
RI,46,408,404-9775,no,no,0,40.400.000,105,6.870.000,172.400.000,83,14.650.000,145.100.000,89,6.530.000,9.000.000,2,2.430.000,2,False.
MI,132,408,389-4608,no,no,0,291.200.000,104,49.500.000,234.200.000,132,19.910.000,191.700.000,87,8.630.000,8.900.000,3,2.400.000,1,True.
ME,193,415,403-1742,no,yes,31,71.200.000,58,12.100.000,124.700.000,105,10.600.000,155.500.000,108,7.000.000,11.700.000,3,3.160.000,0,False.
WV,63,510,328-9797,no,no,0,261.800.000,69,44.510.000,245.000.000,135,20.830.000,202.100.000,94,9.090.000,14.700.000,4,3.970.000,0,True.
NE,124,510,359-9223,no,no,0,191.300.000,134,32.520.000,261.500.000,113,22.230.000,182.300.000,111,8.200.000,10.000.000,3,2.700.000,1,False.
DC,144,415,336-7696,no,no,0,133.300.000,101,22.660.000,255.500.000,127,21.720.000,228.600.000,68,10.290.000,11.600.000,2,3.130.000,0,False.
NH,116,408,369-2214,no,yes,24,183.600.000,138,31.210.000,203.800.000,90,17.320.000,166.900.000,89,7.510.000,6.000.000,3,1.620.000,2,False.
MD,189,415,411-1325,no,yes,30,155.200.000,116,26.380.000,195.500.000,50,16.620.000,170.100.000,108,7.650.000,15.400.000,6,4.160.000,1,False.
NH,97,408,410-7553,no,yes,28,283.100.000,93,48.130.000,185.400.000,98,15.760.000,312.800.000,78,14.080.000,6.100.000,8,1.650.000,1,False.
WV,137,510,376-4284,no,yes,50,186.500.000,94,31.710.000,178.000.000,106,15.130.000,215.600.000,100,9.700.000,12.100.000,4,3.270.000,2,False.
IL,142,415,334-2800,no,yes,38,163.300.000,104,27.760.000,136.000.000,114,11.560.000,249.100.000,127,11.210.000,4.300.000,6,1.160.000,0,False.
OK,84,510,369-1904,no,no,0,203.400.000,125,34.580.000,182.900.000,88,15.550.000,213.700.000,121,9.620.000,13.800.000,2,3.730.000,1,False.
NH,119,415,359-3833,no,yes,19,178.100.000,110,30.280.000,212.800.000,100,18.090.000,226.300.000,123,10.180.000,10.000.000,6,2.700.000,1,False.
MI,158,415,348-5569,no,no,0,195.900.000,103,33.300.000,89.100.000,95,7.570.000,302.200.000,82,13.600.000,10.300.000,3,2.780.000,1,False.
ND,50,415,342-1960,no,no,0,295.300.000,127,50.200.000,127.400.000,100,10.830.000,166.800.000,105,7.510.000,9.600.000,6,2.590.000,1,False.
LA,98,408,352-9050,no,no,0,136.100.000,82,23.140.000,156.300.000,118,13.290.000,158.800.000,83,7.150.000,10.100.000,5,2.730.000,2,False.
HI,101,415,390-5316,no,yes,24,114.100.000,95,19.400.000,161.500.000,86,13.730.000,176.300.000,90,7.930.000,13.000.000,9,3.510.000,2,False.
NJ,182,415,418-8568,no,no,0,279.100.000,124,47.450.000,180.500.000,108,15.340.000,217.500.000,104,9.790.000,9.500.000,11,2.570.000,2,True.
WV,51,408,401-4844,no,no,0,169.300.000,111,28.780.000,139.500.000,69,11.860.000,197.000.000,87,8.870.000,12.000.000,3,3.240.000,0,False.
NC,117,510,376-5471,no,no,0,214.400.000,94,36.450.000,138.000.000,149,11.730.000,148.700.000,102,6.690.000,9.900.000,1,2.670.000,2,False.
PA,92,415,409-2917,yes,no,0,255.800.000,125,43.490.000,142.700.000,111,12.130.000,181.200.000,101,8.150.000,11.700.000,3,3.160.000,0,False.
MI,86,408,369-6308,no,no,0,148.200.000,71,25.190.000,285.100.000,91,24.230.000,166.400.000,155,7.490.000,6.200.000,3,1.670.000,2,False.
WY,122,415,357-7385,no,no,0,119.300.000,93,20.280.000,223.900.000,103,19.030.000,211.900.000,122,9.540.000,8.700.000,4,2.350.000,2,False.
NJ,156,408,405-7119,no,yes,27,192.300.000,137,32.690.000,199.900.000,115,16.990.000,244.200.000,112,10.990.000,14.800.000,8,4.000.000,1,False.
NJ,127,510,405-3309,no,no,0,245.200.000,91,41.680.000,217.200.000,92,18.460.000,243.100.000,128,10.940.000,13.900.000,6,3.750.000,0,True.
NC,130,408,384-4938,yes,no,0,216.200.000,106,36.750.000,363.700.000,86,30.910.000,126.700.000,123,5.700.000,16.900.000,2,4.560.000,5,True.
NM,158,408,377-2725,no,no,0,172.400.000,114,29.310.000,256.600.000,69,21.810.000,235.300.000,104,10.590.000,0,0,0,2,False.
MS,145,510,405-6398,yes,yes,30,175.300.000,107,29.800.000,153.300.000,116,13.030.000,233.600.000,85,10.510.000,11.100.000,3,3.000.000,1,False.
TX,90,415,355-9366,yes,yes,26,169.000.000,104,28.730.000,188.800.000,104,16.050.000,213.300.000,76,9.600.000,13.300.000,3,3.590.000,0,True.
OK,127,510,403-1128,no,yes,27,2.600.000,113,440.000,254.000.000,102,21.590.000,242.700.000,156,10.920.000,9.200.000,5,2.480.000,3,False.
ID,109,415,384-9682,no,no,0,184.100.000,143,31.300.000,211.700.000,105,17.990.000,243.000.000,116,10.930.000,9.900.000,2,2.670.000,1,False.
AL,88,415,352-5393,no,no,0,181.900.000,90,30.920.000,151.500.000,87,12.880.000,143.000.000,100,6.440.000,7.500.000,3,2.030.000,1,False.
WY,101,510,395-1229,no,yes,9,160.100.000,116,27.220.000,210.000.000,121,17.850.000,139.100.000,65,6.260.000,10.800.000,9,2.920.000,0,False.
HI,171,510,361-9195,no,no,0,189.800.000,122,32.270.000,173.700.000,85,14.760.000,257.100.000,84,11.570.000,10.300.000,1,2.780.000,0,False.
VA,21,415,351-6366,no,no,0,223.200.000,142,37.940.000,216.500.000,114,18.400.000,214.700.000,111,9.660.000,12.400.000,2,3.350.000,1,False.
WV,145,408,346-4919,no,yes,31,216.000.000,94,36.720.000,225.100.000,123,19.130.000,234.700.000,109,10.560.000,10.700.000,1,2.890.000,2,False.
DE,90,415,354-9068,no,no,0,198.500.000,124,33.750.000,266.600.000,100,22.660.000,243.300.000,80,10.950.000,8.000.000,7,2.160.000,2,False.
CA,33,408,369-2743,no,no,0,159.500.000,115,27.120.000,195.400.000,118,16.610.000,102.400.000,86,4.610.000,7.100.000,7,1.920.000,1,False.
PA,61,408,343-1347,no,yes,40,105.000.000,78,17.850.000,180.600.000,100,15.350.000,174.100.000,115,7.830.000,10.200.000,2,2.750.000,2,True.
CO,107,415,336-5495,no,no,0,204.500.000,108,34.770.000,162.400.000,110,13.800.000,155.000.000,102,6.980.000,13.400.000,1,3.620.000,3,False.
MD,147,408,376-4292,no,no,0,274.000.000,92,46.580.000,231.800.000,82,19.700.000,283.600.000,83,12.760.000,6.200.000,1,1.670.000,0,True.
AL,117,510,391-8677,no,no,0,158.700.000,84,26.980.000,181.700.000,91,15.440.000,177.300.000,67,7.980.000,7.700.000,10,2.080.000,2,False.
AL,95,415,350-7273,no,no,0,229.900.000,116,39.080.000,202.400.000,110,17.200.000,171.400.000,105,7.710.000,14.200.000,6,3.830.000,1,False.
KS,186,510,400-6454,no,no,0,137.800.000,97,23.430.000,187.700.000,118,15.950.000,146.400.000,85,6.590.000,8.700.000,6,2.350.000,1,False.
MI,128,415,422-3052,no,no,0,179.400.000,94,30.500.000,270.400.000,92,22.980.000,191.000.000,88,8.590.000,7.900.000,4,2.130.000,0,False.
AK,55,408,365-6756,no,yes,39,139.300.000,101,23.680.000,178.300.000,117,15.160.000,246.500.000,104,11.090.000,8.100.000,1,2.190.000,3,False.
OH,134,415,406-4158,no,no,0,7.800.000,86,1.330.000,171.400.000,100,14.570.000,186.500.000,80,8.390.000,12.900.000,2,3.480.000,2,False.
IN,96,415,383-4641,no,yes,23,183.100.000,88,31.130.000,147.400.000,89,12.530.000,350.200.000,108,15.760.000,11.300.000,7,3.050.000,1,False.
SC,107,415,368-5165,no,no,0,206.900.000,79,35.170.000,262.400.000,117,22.300.000,149.300.000,69,6.720.000,10.700.000,3,2.890.000,0,False.
KS,123,415,378-2432,no,no,0,140.000.000,106,23.800.000,153.700.000,101,13.060.000,50.100.000,87,2.250.000,12.500.000,1,3.380.000,2,False.
OK,35,415,362-4159,no,no,0,179.200.000,59,30.460.000,283.300.000,101,24.080.000,285.400.000,83,12.840.000,5.800.000,7,1.570.000,2,False.
WI,74,408,363-7979,no,no,0,177.400.000,136,30.160.000,240.300.000,104,20.430.000,237.300.000,133,10.680.000,12.000.000,3,3.240.000,0,False.
IN,130,408,334-9818,no,no,0,115.600.000,129,19.650.000,167.800.000,104,14.260.000,141.800.000,124,6.380.000,12.600.000,9,3.400.000,1,False.
IL,137,408,352-5787,yes,no,0,237.300.000,103,40.340.000,176.700.000,84,15.020.000,263.400.000,81,11.850.000,14.200.000,4,3.830.000,0,True.
TN,88,415,332-3617,no,no,0,181.500.000,116,30.860.000,187.000.000,119,15.900.000,220.300.000,96,9.910.000,10.500.000,7,2.840.000,1,False.
DC,80,408,327-9957,no,no,0,51.500.000,90,8.760.000,164.000.000,98,13.940.000,169.400.000,80,7.620.000,9.500.000,4,2.570.000,3,False.
NC,116,408,338-7527,no,yes,19,155.700.000,104,26.470.000,185.400.000,118,15.760.000,192.700.000,116,8.670.000,8.200.000,2,2.210.000,3,False.
RI,123,510,348-8711,no,yes,23,245.000.000,88,41.650.000,265.000.000,105,22.530.000,239.700.000,108,10.790.000,14.900.000,3,4.020.000,2,False.
MS,120,415,421-3226,no,no,0,131.700.000,99,22.390.000,163.100.000,109,13.860.000,201.100.000,116,9.050.000,10.700.000,3,2.890.000,1,False.
VA,146,415,391-4358,yes,no,0,111.100.000,126,18.890.000,313.400.000,95,26.640.000,215.700.000,82,9.710.000,10.500.000,6,2.840.000,1,False.
KY,106,510,379-2523,no,yes,9,88.500.000,100,15.050.000,324.800.000,109,27.610.000,79.900.000,86,3.600.000,8.200.000,4,2.210.000,3,False.
NV,121,408,419-2369,no,yes,44,116.000.000,85,19.720.000,150.100.000,120,12.760.000,246.800.000,98,11.110.000,12.000.000,2,3.240.000,1,False.
WI,137,510,382-1227,no,no,0,155.500.000,81,26.440.000,133.100.000,94,11.310.000,253.100.000,77,11.390.000,9.100.000,2,2.460.000,1,False.
NH,84,408,409-5749,no,yes,30,106.500.000,65,18.110.000,225.700.000,108,19.180.000,188.600.000,61,8.490.000,5.700.000,3,1.540.000,2,False.
NE,67,510,362-7951,no,yes,31,175.200.000,68,29.780.000,199.200.000,73,16.930.000,219.800.000,99,9.890.000,13.200.000,6,3.560.000,1,False.
WI,161,408,415-3537,no,no,0,154.700.000,84,26.300.000,177.800.000,125,15.110.000,172.900.000,90,7.780.000,5.900.000,2,1.590.000,4,True.
NJ,134,510,373-3959,no,yes,34,247.200.000,105,42.020.000,225.500.000,133,19.170.000,186.300.000,76,8.380.000,6.100.000,5,1.650.000,2,True.
ME,62,415,358-1346,yes,yes,32,218.400.000,93,37.130.000,236.700.000,132,20.120.000,192.200.000,137,8.650.000,13.200.000,3,3.560.000,0,True.
WY,120,415,381-8422,no,yes,24,227.500.000,81,38.680.000,234.900.000,71,19.970.000,166.400.000,128,7.490.000,9.000.000,13,2.430.000,1,False.
IN,130,408,360-9005,no,yes,30,185.000.000,117,31.450.000,249.500.000,141,21.210.000,157.800.000,103,7.100.000,7.400.000,7,2.000.000,0,False.
WI,20,408,344-5967,no,no,0,186.800.000,89,31.760.000,253.400.000,51,21.540.000,273.100.000,105,12.290.000,12.300.000,6,3.320.000,2,False.
VT,68,415,396-6390,no,no,0,158.800.000,119,27.000.000,211.800.000,105,18.000.000,198.100.000,101,8.910.000,10.300.000,3,2.780.000,1,False.
CA,112,415,346-5036,no,no,0,208.700.000,150,35.480.000,212.800.000,104,18.090.000,178.100.000,98,8.010.000,8.500.000,4,2.300.000,0,False.
IN,77,408,328-7252,no,no,0,185.900.000,95,31.600.000,212.000.000,98,18.020.000,282.300.000,81,12.700.000,11.300.000,4,3.050.000,3,False.
SC,109,415,360-1745,no,no,0,222.500.000,74,37.830.000,169.700.000,75,14.420.000,264.300.000,94,11.890.000,9.000.000,3,2.430.000,2,False.
IN,108,415,358-2046,no,no,0,201.100.000,101,34.190.000,170.700.000,86,14.510.000,237.400.000,113,10.680.000,11.600.000,3,3.130.000,3,False.
IA,79,415,344-6935,no,yes,17,167.900.000,114,28.540.000,243.700.000,93,20.710.000,211.900.000,114,9.540.000,9.100.000,2,2.460.000,1,False.
MD,119,408,401-9665,no,no,0,239.100.000,88,40.650.000,243.500.000,79,20.700.000,230.900.000,92,10.390.000,10.900.000,3,2.940.000,3,True.
MN,38,510,399-5291,no,no,0,175.700.000,109,29.870.000,211.800.000,97,18.000.000,137.900.000,109,6.210.000,9.200.000,3,2.480.000,5,True.
AR,109,415,409-6588,no,yes,29,111.200.000,90,18.900.000,263.500.000,98,22.400.000,224.700.000,128,10.110.000,9.000.000,6,2.430.000,6,True.
MS,78,415,358-5721,no,no,0,87.700.000,74,14.910.000,214.800.000,58,18.260.000,201.300.000,147,9.060.000,10.800.000,6,2.920.000,1,False.
MN,134,415,414-7446,no,no,0,244.100.000,99,41.500.000,246.900.000,111,20.990.000,200.000.000,133,9.000.000,7.200.000,2,1.940.000,0,False.
WA,47,415,329-9517,no,yes,27,165.000.000,89,28.050.000,127.300.000,118,10.820.000,284.400.000,95,12.800.000,7.700.000,4,2.080.000,2,False.
MS,59,408,415-9553,no,yes,27,127.400.000,110,21.660.000,103.300.000,99,8.780.000,164.200.000,73,7.390.000,9.100.000,3,2.460.000,0,False.
ID,151,415,413-3177,no,no,0,194.800.000,106,33.120.000,292.700.000,103,24.880.000,224.600.000,82,10.110.000,5.500.000,3,1.490.000,0,False.
NC,129,415,347-5113,no,no,0,54.700.000,131,9.300.000,256.100.000,105,21.770.000,176.600.000,135,7.950.000,11.100.000,4,3.000.000,1,False.
VA,107,510,330-2662,no,yes,27,283.400.000,104,48.180.000,224.100.000,152,19.050.000,241.300.000,63,10.860.000,14.400.000,7,3.890.000,2,False.
MT,137,408,330-5824,yes,no,0,258.000.000,112,43.860.000,246.500.000,117,20.950.000,173.200.000,100,7.790.000,10.900.000,3,2.940.000,0,True.
MI,76,510,411-1261,no,no,0,90.500.000,142,15.390.000,211.700.000,75,17.990.000,194.900.000,76,8.770.000,9.300.000,2,2.510.000,1,False.
HI,24,415,329-8788,no,no,0,235.600.000,132,40.050.000,115.900.000,129,9.850.000,185.400.000,136,8.340.000,16.200.000,2,4.370.000,0,False.
NC,169,408,333-7869,no,no,0,142.500.000,82,24.230.000,231.400.000,110,19.670.000,131.200.000,67,5.900.000,10.000.000,4,2.700.000,2,False.
MN,30,408,399-4800,no,no,0,54.000.000,68,9.180.000,179.300.000,96,15.240.000,247.200.000,101,11.120.000,10.200.000,8,2.750.000,1,False.
WV,70,415,402-2072,no,no,0,214.800.000,87,36.520.000,131.000.000,114,11.140.000,216.900.000,104,9.760.000,9.400.000,3,2.540.000,3,False.
SD,52,510,403-6187,yes,no,0,251.400.000,118,42.740.000,196.600.000,80,16.710.000,192.000.000,53,8.640.000,11.000.000,2,2.970.000,0,True.
HI,3,408,355-2872,no,no,0,139.000.000,99,23.630.000,250.700.000,108,21.310.000,286.200.000,87,12.880.000,6.100.000,3,1.650.000,4,False.
MS,38,415,386-2970,no,no,0,117.300.000,114,19.940.000,208.700.000,105,17.740.000,203.400.000,98,9.150.000,14.400.000,2,3.890.000,2,False.
NY,104,415,389-6081,no,no,0,264.000.000,108,44.880.000,132.200.000,75,11.240.000,177.700.000,91,8.000.000,10.600.000,8,2.860.000,3,False.
LA,27,408,348-7556,no,no,0,82.600.000,105,14.040.000,204.000.000,99,17.340.000,224.200.000,122,10.090.000,9.100.000,4,2.460.000,1,False.
KS,166,415,334-9163,yes,yes,28,175.800.000,126,29.890.000,253.600.000,76,21.560.000,128.500.000,72,5.780.000,11.400.000,5,3.080.000,1,False.
MA,13,408,411-4293,no,no,0,220.400.000,100,37.470.000,211.200.000,79,17.950.000,259.300.000,112,11.670.000,13.600.000,8,3.670.000,2,False.
AK,52,408,375-5562,no,no,0,217.000.000,104,36.890.000,152.300.000,83,12.950.000,134.300.000,109,6.040.000,11.800.000,4,3.190.000,2,False.
SD,114,415,386-3823,no,yes,25,129.000.000,77,21.930.000,290.000.000,110,24.650.000,177.100.000,110,7.970.000,11.600.000,5,3.130.000,1,False.
CO,156,408,364-6445,no,no,0,150.500.000,106,25.590.000,152.900.000,112,13.000.000,215.900.000,86,9.720.000,3.500.000,3,950.000,1,False.
NH,90,415,383-2251,no,yes,42,193.300.000,66,32.860.000,263.300.000,85,22.380.000,214.400.000,97,9.650.000,11.100.000,4,3.000.000,0,False.
WV,62,415,351-3169,no,no,0,189.500.000,122,32.220.000,103.800.000,95,8.820.000,180.600.000,106,8.130.000,10.800.000,5,2.920.000,2,False.
AZ,82,415,413-6380,no,yes,33,137.800.000,95,23.430.000,235.500.000,128,20.020.000,268.100.000,70,12.060.000,11.000.000,6,2.970.000,2,False.
ME,52,510,380-9674,no,no,0,129.300.000,80,21.980.000,142.700.000,101,12.130.000,258.300.000,89,11.620.000,12.300.000,4,3.320.000,3,False.
NH,146,510,345-2319,no,no,0,115.600.000,77,19.650.000,213.600.000,100,18.160.000,218.400.000,72,9.830.000,10.700.000,6,2.890.000,1,False.
RI,120,415,377-5441,no,yes,23,221.900.000,114,37.720.000,254.700.000,84,21.650.000,250.500.000,117,11.270.000,7.200.000,5,1.940.000,2,False.
ID,130,415,358-3692,no,no,0,263.700.000,113,44.830.000,186.500.000,103,15.850.000,195.300.000,99,8.790.000,18.300.000,6,4.940.000,1,True.
WI,90,408,400-5831,no,no,0,61.300.000,91,10.420.000,194.400.000,94,16.520.000,143.100.000,80,6.440.000,11.400.000,9,3.080.000,1,False.
NM,147,408,357-5995,yes,no,0,183.800.000,113,31.250.000,164.700.000,110,14.000.000,111.000.000,87,5.000.000,10.100.000,4,2.730.000,1,False.
WY,159,415,391-2159,no,no,0,167.400.000,68,28.460.000,143.800.000,74,12.220.000,140.100.000,111,6.300.000,10.300.000,3,2.780.000,0,True.
IL,74,510,398-5954,no,yes,27,154.100.000,122,26.200.000,195.300.000,150,16.600.000,276.700.000,86,12.450.000,13.200.000,2,3.560.000,4,False.
TX,130,408,385-6175,no,no,0,252.000.000,101,42.840.000,170.200.000,105,14.470.000,209.200.000,64,9.410.000,5.700.000,5,1.540.000,0,False.
RI,155,408,334-2961,yes,no,0,163.100.000,94,27.730.000,291.700.000,108,24.790.000,96.400.000,111,4.340.000,11.200.000,3,3.020.000,0,False.
MI,87,415,405-4303,no,no,0,198.300.000,80,33.710.000,187.000.000,89,15.900.000,133.500.000,96,6.010.000,16.600.000,4,4.480.000,2,False.
OR,81,415,406-4100,no,no,0,324.700.000,48,55.200.000,236.400.000,82,20.090.000,187.600.000,78,8.440.000,13.100.000,5,3.540.000,0,True.
VA,99,510,352-4401,no,no,0,128.300.000,78,21.810.000,215.300.000,120,18.300.000,143.700.000,140,6.470.000,14.300.000,9,3.860.000,2,False.
SD,131,510,347-1473,no,no,0,187.900.000,110,31.940.000,200.500.000,101,17.040.000,202.600.000,125,9.120.000,10.200.000,11,2.750.000,2,False.
AL,89,510,347-2016,no,no,0,129.200.000,71,21.960.000,214.100.000,68,18.200.000,214.900.000,100,9.670.000,10.300.000,4,2.780.000,5,True.
MS,123,415,388-8948,yes,no,0,125.500.000,106,21.340.000,128.900.000,96,10.960.000,251.900.000,129,11.340.000,6.300.000,6,1.700.000,4,True.
MS,130,510,402-5509,no,yes,26,257.200.000,108,43.720.000,224.300.000,122,19.070.000,204.000.000,118,9.180.000,12.600.000,4,3.400.000,1,False.
HI,99,415,367-2598,no,no,0,124.600.000,90,21.180.000,146.400.000,70,12.440.000,169.400.000,95,7.620.000,10.500.000,6,2.840.000,1,False.
WV,36,408,370-5001,no,no,0,175.100.000,144,29.770.000,216.900.000,69,18.440.000,243.700.000,146,10.970.000,9.900.000,3,2.670.000,1,False.
WV,87,415,332-3693,no,no,0,124.300.000,91,21.130.000,173.400.000,105,14.740.000,256.300.000,109,11.530.000,7.500.000,5,2.030.000,3,False.
